title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Hoshi no ko,movie,Family,2020.0,tt11409136,6.2,87.0,JP
Gamera 1999,movie,Documentary,1999.0,tt12920868,6.0,14.0,JP
Wish,movie,"Crime, Drama",2020.0,tt12484708,6.3,143.0,JP
First Love,movie,Mystery,2021.0,tt11252688,6.1,230.0,JP
Family Bond,movie,Drama,2020.0,tt14716076,6.3,11.0,JP
Hotel Royal,movie,Family,2020.0,tt12440108,5.6,75.0,JP
Incredible But True,movie,"Comedy, Drama, Fantasy",2022.0,tt13145534,6.4,5050.0,JP
Not Going Quietly,movie,Documentary,2021.0,tt11905538,7.9,153.0,US
Nothing Serious,movie,"Comedy, Drama, Romance",2021.0,tt16303830,6.5,783.0,JP
Broker,movie,"Comedy, Crime, Drama",2022.0,tt13056052,7.1,18066.0,US
Stray Dogz 9,movie,"Action, Crime, Drama",2018.0,tt7787908,5.0,9.0,JP
Jingle Bell Bride,movie,"Drama, Romance",2020.0,tt12877642,6.2,1461.0,US
Christmas Comes Twice,movie,"Drama, Fantasy, Romance",2020.0,tt13342004,6.1,840.0,US
FLCL Alternative,movie,"Action, Animation, Comedy",2018.0,tt7112162,5.8,652.0,JP
Copshop,movie,"Action, Thriller",2021.0,tt5748448,6.2,40847.0,JP
Mother's Trees,movie,"Drama, War",2015.0,tt4417518,5.5,43.0,JP
"Farewell, My Dear Cramer: First Touch",movie,Animation,2021.0,tt13048312,7.0,63.0,JP
Mother/Android,movie,"Drama, Sci-Fi, Thriller",2021.0,tt13029044,4.9,21669.0,US
Daughters,movie,Drama,2020.0,tt11974766,6.5,211.0,JP
Enys Men,movie,"Fantasy, Horror, Mystery",2022.0,tt11698800,5.6,3789.0,US
Sing a Bit of Harmony,movie,"Animation, Drama, Music",2021.0,tt13064272,7.0,1058.0,JP
Totally Under Control,movie,Documentary,2020.0,tt13065386,7.6,3418.0,US
Cyst,movie,"Comedy, Horror, Sci-Fi",2020.0,tt10611992,4.4,1098.0,JP
"The Past is Always New, the Future is Always Nostalgic: Photographer Daido Moriyama",movie,"Biography, Documentary",2019.0,tt14456410,7.4,14.0,JP
All the Things We Never Said,movie,Drama,2020.0,tt11981880,5.6,74.0,JP
Warm Hug,movie,Comedy,2020.0,tt13529418,5.4,256.0,JP
Plan B,movie,Comedy,2021.0,tt13172796,6.7,5067.0,US
Serve the People,movie,"Drama, Romance",2022.0,tt18372308,6.3,638.0,JP
Don't Look Back,movie,"Horror, Mystery, Thriller",2020.0,tt10418846,4.0,873.0,JP
Kiba: The Fangs of Fiction,movie,Drama,2020.0,tt11679950,6.4,370.0,JP
Uta Monogatari: Cinema Fighters Project,movie,Drama,2018.0,tt10786026,4.8,9.0,JP
The Last Rite,movie,Horror,2021.0,tt8941380,3.6,946.0,US
Merry Liddle Christmas Wedding,movie,"Drama, Romance",2020.0,tt12821388,6.0,488.0,US
Christmas Ever After,movie,"Drama, Romance",2020.0,tt13341908,6.1,945.0,US
The Medium,movie,"Drama, Horror, Mystery",2021.0,tt13446168,6.5,14590.0,JP
A Timeless Christmas,movie,"Comedy, Fantasy, Romance",2020.0,tt13341414,7.0,3644.0,US
Christmas in Evergreen: Bells Are Ringing,movie,"Drama, Romance",2020.0,tt13194940,5.8,1024.0,US
Five Star Christmas,movie,"Comedy, Romance",2020.0,tt13320784,6.9,2805.0,US
"Paris, 13th District",movie,"Comedy, Drama, Romance",2021.0,tt12708658,7.0,10159.0,"JP, US"
Superwho?,movie,"Action, Comedy",2021.0,tt13774454,6.2,3886.0,JP
Wonderful Paradise,movie,"Comedy, Fantasy",2020.0,tt13403572,5.9,63.0,JP
A Garden of Camellias,movie,Family,2021.0,tt14611846,6.2,28.0,JP
One Way,movie,"Action, Thriller",2022.0,tt13075730,4.1,1965.0,US
Kimiha eienni soitsurayori wakai,movie,"Drama, Romance",2021.0,tt20752228,7.1,100.0,JP
The Big Scary 'S' Word,movie,Documentary,2020.0,tt13297914,6.8,180.0,US
Olga,movie,"Drama, Sport",2021.0,tt13145186,6.8,1214.0,JP
Knuckledust,movie,"Action, Thriller",2020.0,tt9109072,4.8,788.0,JP
The Beta Test,movie,"Comedy, Drama, Mystery",2021.0,tt11738830,6.1,6687.0,US
Riverside Mukolitta,movie,"Drama, Family",2021.0,tt15181216,6.9,378.0,JP
Freakscene: The Story of Dinosaur Jr.,movie,"Documentary, Music",2021.0,tt14781332,6.8,381.0,JP
Lewis Black: Thanks for Risking Your Life,movie,Comedy,2020.0,tt12616358,6.1,246.0,US
Kamata Prelude,movie,"Comedy, Drama",2020.0,tt11778132,5.6,19.0,JP
Umma,movie,"Drama, Horror, Mystery",2022.0,tt13235822,4.7,11008.0,US
It's a Flickering Life,movie,Drama,2021.0,tt15254730,6.6,527.0,JP
Tomb of the River,movie,"Action, Crime",2021.0,tt15741196,5.8,585.0,JP
Origin,movie,"Drama, History",2023.0,tt13321244,7.2,6505.0,US
Farewell: Comedy of Life Begins with a Lie,movie,Comedy,2020.0,tt11366644,5.3,44.0,JP
An Evening with Tim Heidecker,movie,Comedy,2020.0,tt13345776,7.5,660.0,US
Last Journey of Paul W.R.,movie,"Adventure, Drama, Sci-Fi",2020.0,tt6435934,5.1,1573.0,US
Son,movie,"Horror, Thriller",2021.0,tt5624466,5.6,6613.0,JP
Angry Rice Wives,movie,"Drama, History",2021.0,tt13209088,5.1,59.0,JP
The first Gentleman,movie,Comedy,2021.0,tt13345102,5.3,100.0,JP
Delia's Gone,movie,"Adventure, Crime, Drama",2022.0,tt11513710,5.0,544.0,US
Venicephrenia,movie,Horror,2021.0,tt12412166,5.2,3367.0,JP
Kamen Rider Zero-One: Real×Time,movie,"Action, Sci-Fi",2020.0,tt11928960,7.3,166.0,JP
Let the Wrong One In,movie,"Action, Comedy, Horror",2021.0,tt13188064,5.5,1417.0,JP
"Good Luck to You, Leo Grande",movie,"Comedy, Drama",2022.0,tt13352968,7.2,39815.0,US
A Cops and Robbers Story,movie,Documentary,2020.0,tt13297554,7.4,88.0,US
Dancing in Her Dreams,movie,Drama,2020.0,tt15387740,6.8,13.0,JP
Why You Can't Be Prime Minister,movie,Documentary,2020.0,tt13188168,7.6,44.0,JP
Andâdoggu: Zenpen,movie,Sport,2020.0,tt14051616,6.8,55.0,JP
The Cursed Lesson,movie,"Horror, Mystery, Thriller",2020.0,tt13478812,4.7,228.0,JP
Silent Night,movie,"Crime, Thriller",2020.0,tt9752248,5.1,481.0,US
X,movie,"Horror, Mystery, Thriller",2022.0,tt13560574,6.5,198088.0,JP
The Lair,movie,"Action, Horror, Sci-Fi",2022.0,tt13468602,4.6,5945.0,US
Ondine,movie,"Drama, Short",2019.0,tt10267408,5.9,18.0,JP
The Devil Below,movie,"Horror, Mystery, Thriller",2021.0,tt7646322,4.3,5904.0,JP
Gold,movie,"Action, Adventure, Thriller",2022.0,tt6020800,5.4,13072.0,"JP, US"
The Tokyo Wind Orchestra,movie,Drama,2016.0,tt4713440,5.2,261.0,JP
Silver Spoon: The furious One,movie,"Action, Comedy, Crime",2021.0,tt13786474,5.2,378.0,JP
On the Street,movie,"Comedy, Music, Romance",2019.0,tt11952444,7.2,483.0,JP
The Lost Girls,movie,"Drama, Fantasy",2022.0,tt1023464,2.9,759.0,US
Joyride,movie,"Comedy, Drama",2022.0,tt13515090,6.1,2894.0,US
Manifest West,movie,"Drama, Thriller",2022.0,tt12164416,5.0,782.0,US
Dangerous,movie,"Action, Thriller",2021.0,tt3876910,5.2,9722.0,JP
Felix and the Hidden Treasure,movie,"Adventure, Animation, Family",2021.0,tt11231280,5.4,419.0,US
Tailor,movie,"Comedy, Drama",2020.0,tt13317230,6.4,918.0,JP
The Desperate Hour,movie,Thriller,2021.0,tt13133936,4.9,8010.0,"JP, US"
69: The Saga of Danny Hernandez,movie,"Documentary, Music",2020.0,tt13473640,5.7,738.0,US
Linoleum,movie,"Drama, Sci-Fi",2022.0,tt13483866,6.5,3798.0,US
A Taste of Hunger,movie,"Drama, Romance",2021.0,tt11188560,6.3,2108.0,US
Old Man,movie,Thriller,2022.0,tt13456976,4.9,3443.0,"JP, US"
Hostile Territory,movie,"Drama, History, Western",2022.0,tt8859236,4.9,935.0,US
See How They Run,movie,"Comedy, Crime, Mystery",2022.0,tt13640696,6.5,67462.0,US
Prey,movie,"Action, Adventure, Horror",2022.0,tt11866324,7.1,240142.0,US
American Siege,movie,"Action, Thriller",2021.0,tt13496236,3.4,2594.0,US
The Perilous Internet Ring,movie,Horror,2020.0,tt13391058,3.6,123.0,JP
My Hero Academia: World Heroes' Mission,movie,"Action, Adventure, Animation",2021.0,tt13544716,7.1,6152.0,JP
Both Sides of the Blade,movie,"Drama, Romance, Thriller",2022.0,tt13535920,6.1,3735.0,US
Mato mo janai no wa kimi mo issho,movie,"Comedy, Drama, Romance",2021.0,tt14354276,6.6,482.0,JP
We Need to Do Something,movie,"Horror, Mystery",2021.0,tt13363828,4.5,4065.0,US
Handling Method for Grumpy Women,movie,Comedy,2019.0,tt10195802,6.9,8.0,JP
You Are Not My Mother,movie,"Drama, Horror",2021.0,tt10406596,5.8,6294.0,US
The Inhabitant,movie,"Horror, Thriller",2022.0,tt13635702,4.4,2805.0,US
Natsume's Book of Friends: The Waking Rock and the Strange Visitor,movie,Animation,2021.0,tt13210990,7.2,253.0,JP
Becoming Cousteau,movie,"Adventure, Biography, Documentary",2021.0,tt10334438,7.1,1556.0,US
A Banquet,movie,"Horror, Mystery, Thriller",2021.0,tt11400902,4.7,1478.0,US
CODA,movie,"Comedy, Drama, Music",2021.0,tt10366460,8.0,172203.0,JP
On the Count of Three,movie,"Comedy, Crime, Drama",2021.0,tt11160650,7.0,9397.0,US
Ailey,movie,"Biography, Documentary, History",2021.0,tt13622084,6.7,305.0,US
Homeroom,movie,Documentary,2021.0,tt13622168,5.7,280.0,US
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",movie,"Documentary, History, Music",2021.0,tt11422728,8.0,14285.0,US
Try Harder!,movie,Documentary,2021.0,tt13648160,7.2,508.0,US
President,movie,Documentary,2021.0,tt13648222,7.7,454.0,US
First Date,movie,"Comedy, Crime, Mystery",2021.0,tt8897874,5.4,732.0,JP
Cryptozoo,movie,"Action, Animation, Crime",2021.0,tt13622118,6.4,2226.0,US
The Sadness,movie,Horror,2021.0,tt13872248,6.5,21603.0,JP
The Ultimate Playlist of Noise,movie,"Comedy, Drama, Music",2021.0,tt11268742,6.6,1114.0,US
9 Bullets,movie,"Action, Crime, Thriller",2022.0,tt13680520,4.1,2699.0,US
Sexual Drive,movie,"Comedy, Drama",2021.0,tt13886770,5.6,727.0,JP
The Battle at Lake Changjin,movie,"Action, Drama, History",2021.0,tt13462900,5.5,4347.0,JP
Itakunai Shinikata,movie,Drama,2020.0,tt26902287,6.7,18.0,JP
Men,movie,"Drama, Fantasy, Horror",2022.0,tt13841850,6.0,70950.0,JP
Anaïs in Love,movie,"Comedy, Drama, Romance",2021.0,tt13142240,6.4,2089.0,US
All My Puny Sorrows,movie,Drama,2021.0,tt13588156,6.1,830.0,US
Jinrou Gêmu: Desugêmu no uneinin,movie,Mystery,2020.0,tt13581026,6.2,21.0,JP
Nocebo,movie,"Horror, Thriller",2022.0,tt11212572,5.8,7899.0,US
The Night Belongs to Lovers,movie,"Drama, Romance",2021.0,tt13779412,5.6,287.0,JP
A Way Station,movie,"Drama, Romance",2021.0,tt21038832,6.7,29.0,JP
Kamen Rider 555: Paradise Lost,movie,"Action, Drama, Fantasy",2003.0,tt2139913,7.3,246.0,JP
Shiori no Inmu,movie,Horror,2019.0,tt26698718,3.3,22.0,JP
Montana Story,movie,Drama,2021.0,tt13656980,6.5,3643.0,US
The Whale,movie,Drama,2022.0,tt13833688,7.6,229788.0,JP
Captains of Za'atari,movie,"Documentary, Sport",2021.0,tt10676022,6.8,152.0,US
We Love Television?,movie,Documentary,2017.0,tt7363342,5.9,7.0,JP
Kamen Rider Den-O: Pretty Den-O Appears!,movie,"Action, Comedy, Fantasy",2020.0,tt12888306,7.6,19.0,JP
Sad Whistling,movie,Drama,1949.0,tt0428720,6.4,6.0,JP
Tentacles,movie,"Drama, Fantasy, Horror",2021.0,tt11828644,5.1,1110.0,US
Four Cousins & a Christmas,movie,"Comedy, Drama",2021.0,tt8079790,2.8,224.0,US
The Origin of Evil,movie,"Drama, Thriller",2022.0,tt13729232,6.6,1906.0,US
Izu no odoriko,movie,"Drama, Romance",1954.0,tt0271015,6.4,20.0,JP
Quiz Lady,movie,Comedy,2023.0,tt13405810,6.7,21942.0,US
The Almond and the Seahorse,movie,Drama,2022.0,tt7326608,5.4,532.0,US
Burn It All,movie,Thriller,2021.0,tt9139292,4.0,182.0,JP
Last Survivors,movie,"Crime, Thriller",2021.0,tt13889602,4.9,2912.0,US
Kikai Sentai Zenkaiger: The Movie,movie,"Action, Short",2021.0,tt13711080,6.4,28.0,JP
Sanak,movie,"Action, Thriller",2021.0,tt13912632,6.6,11047.0,US
Bad Luck Banging or Loony Porn,movie,"Comedy, Drama",2021.0,tt14033502,6.5,10981.0,"JP, US"
Dark Web: Cicada 3301,movie,"Action, Comedy, Thriller",2021.0,tt8110246,5.0,2666.0,JP
Stop and Go,movie,Comedy,2021.0,tt13848128,6.1,623.0,US
Suicide Forest Village,movie,"Drama, Horror, Mystery",2021.0,tt12740648,5.2,908.0,JP
Cube,movie,"Horror, Mystery, Sci-Fi",2021.0,tt13975458,4.5,2650.0,JP
Remain in Twilight,movie,"Comedy, Drama, Fantasy",2021.0,tt14404728,5.9,64.0,JP
Rubikon,movie,"Drama, Sci-Fi, Thriller",2022.0,tt13829262,5.0,4635.0,"JP, US"
Happening,movie,Drama,2021.0,tt13880104,7.4,12262.0,US
"Riotsville, U.S.A.",movie,"Documentary, History",2022.0,tt11398388,6.7,410.0,US
In Those Days,movie,Drama,2021.0,tt14799066,6.2,110.0,JP
Tomorrow's Dinner Table,movie,Drama,2021.0,tt14424482,5.6,41.0,JP
In the Wake,movie,Crime,2021.0,tt14423692,6.5,393.0,JP
Blood Moon,movie,"Drama, Fantasy, Horror",2021.0,tt11828648,5.8,863.0,US
Charli XCX: Alone Together,movie,"Documentary, Drama, Music",2021.0,tt12759142,6.2,418.0,US
The Feast,movie,"Drama, Horror, Mystery",2021.0,tt10738906,5.6,4016.0,US
WeWork: or The Making and Breaking of a $47 Billion Unicorn,movie,Documentary,2021.0,tt11188154,6.6,3863.0,US
Night Raiders,movie,"Action, Sci-Fi, Thriller",2021.0,tt9568230,5.3,1800.0,US
Knights of Valour,movie,"Action, History, War",2021.0,tt14226282,5.0,88.0,JP
I'm Your Man,movie,"Comedy, Drama, Romance",2021.0,tt13087796,7.0,13384.0,US
What Do We See When We Look at the Sky?,movie,"Comedy, Drama, Romance",2021.0,tt14035154,6.8,2154.0,JP
Kid 90,movie,"Biography, Documentary, History",2021.0,tt14035292,6.8,3613.0,US
The Three Musketeers - Part I: D'Artagnan,movie,"Action, Adventure, History",2023.0,tt12672536,6.7,22794.0,US
Wadaiko Girls,movie,Family,2021.0,tt14474636,5.7,18.0,JP
Offseason,movie,"Drama, Fantasy, Horror",2021.0,tt11454320,4.9,2836.0,US
Itomichi,movie,Drama,2021.0,tt14246700,6.7,558.0,JP
Death Saved My Life,movie,"Drama, Horror, Thriller",2021.0,tt13646412,5.9,743.0,US
Another Battle/Conspiracy,movie,Action,2002.0,tt2098804,6.7,20.0,JP
Nitram,movie,"Crime, Drama, Thriller",2021.0,tt13694628,7.1,11052.0,JP
Dangerous Medicine,movie,Thriller,2021.0,tt13613662,4.7,245.0,US
Doors,movie,Sci-Fi,2021.0,tt12483708,3.6,3578.0,JP
The Marsh King's Daughter,movie,"Crime, Drama, Mystery",2023.0,tt8002382,5.9,13102.0,US
BanG Dream! Episode of Roselia I: Promise,movie,"Animation, Drama, Music",2021.0,tt13911494,8.0,51.0,JP
Maggie Moore(s),movie,"Comedy, Crime, Mystery",2023.0,tt14181816,6.2,8597.0,US
Fishmans,movie,Documentary,2021.0,tt14141970,8.1,65.0,JP
Kamen Rider Saber: The Phoenix Swordsman and the Book of Ruin,movie,"Action, Fantasy, Short",2020.0,tt13291194,6.2,32.0,JP
I'm Totally Fine,movie,"Comedy, Drama, Sci-Fi",2022.0,tt14122288,6.0,1223.0,US
What's Love Got to Do with It?,movie,"Comedy, Drama, Romance",2022.0,tt13430858,6.3,10983.0,US
Mashin Sentai Kiramager vs Ryusoulger,movie,Action,2021.0,tt14142352,6.8,21.0,JP
Girl in the Basement,movie,"Crime, Thriller",2021.0,tt13269536,6.3,15142.0,US
Hellblazers,movie,"Action, Horror",2022.0,tt11525390,4.5,811.0,JP
Sharp Stick,movie,Comedy,2022.0,tt14158346,4.9,2313.0,US
Sex Appeal,movie,"Comedy, Drama, Romance",2022.0,tt11203022,5.3,3485.0,US
The Requin,movie,"Horror, Thriller",2022.0,tt11348232,2.6,7012.0,"JP, US"
Gegege no Kitarô: Gekitotsu!! Ijigen yôkai no daihanran,movie,"Animation, Fantasy",1986.0,tt12256808,6.6,8.0,JP
Fulci Talks,movie,Documentary,2021.0,tt14200364,6.9,70.0,JP
Fern Brady: Power & Chaos,movie,Comedy,2021.0,tt14606118,6.8,183.0,US
Something in the Water,movie,"Adventure, Drama, Horror",2024.0,tt22863968,4.1,3272.0,US
Agnes,movie,"Drama, Horror",2021.0,tt11348542,3.8,1736.0,US
The Ogglies,movie,"Adventure, Animation, Family",2021.0,tt11992904,5.1,461.0,US
The Son,movie,Drama,2022.0,tt14458442,6.5,17571.0,JP
God's Time,movie,"Comedy, Drama",2022.0,tt13528840,4.9,183.0,US
Aileen Wuornos: American Boogeywoman,movie,"Biography, Crime, Drama",2021.0,tt14265992,3.8,2227.0,US
The Immaculate Room,movie,"Drama, Thriller",2022.0,tt13698942,5.1,6341.0,US
Door Mouse,movie,"Drama, Mystery, Thriller",2022.0,tt5859970,5.5,631.0,US
Watcher,movie,"Drama, Horror, Thriller",2022.0,tt12004038,6.4,51140.0,US
The Virtuoso,movie,"Action, Thriller",2021.0,tt4136456,5.0,9735.0,JP
Mack & Rita,movie,"Comedy, Fantasy",2022.0,tt14330236,4.8,2281.0,US
Aria the Benedizione,movie,"Animation, Drama, Sci-Fi",2021.0,tt14292584,7.5,56.0,JP
Father Stu,movie,"Biography, Drama",2022.0,tt14439896,6.5,32619.0,US
Peterchens Mondfahrt,movie,"Adventure, Animation, Comedy",2021.0,tt14534992,4.9,684.0,US
Aquarium of the Dead,movie,"Action, Comedy, Horror",2021.0,tt13835046,2.9,1255.0,JP
The Valet,movie,"Comedy, Drama, Romance",2022.0,tt4081630,6.7,16741.0,US
2gether: The Movie,movie,"Comedy, Musical, Romance",2021.0,tt14296268,6.7,2338.0,JP
A Girl on the Shore,movie,"Drama, Romance",2021.0,tt14820290,5.4,148.0,JP
Haikei tenno heika sama,movie,"Comedy, War",1963.0,tt0938308,6.9,37.0,JP
Barbarians,movie,"Crime, Horror, Thriller",2021.0,tt10189536,4.7,2920.0,US
Yellow Dragon's Village,movie,"Action, Drama, Horror",2021.0,tt21799750,5.7,136.0,JP
One Shot,movie,"Action, Thriller",2021.0,tt14199590,5.6,7009.0,"JP, US"
Infinite Storm,movie,"Drama, Thriller",2022.0,tt14060232,5.3,11262.0,US
The First Wave,movie,"Documentary, History",2021.0,tt13391444,7.1,1138.0,US
Eiga Kaiketsu Zorori: Uchuu no yuushatachi,movie,Animation,2015.0,tt5445028,4.2,10.0,JP
Gekijouban Re: cycle of the Penguindrum - Movie 1,movie,"Adventure, Animation, Fantasy",2022.0,tt14702778,6.9,42.0,JP
The Goldfish: Dreaming of the Sea,movie,Drama,2021.0,tt14580998,5.7,47.0,JP
Mummies,movie,"Adventure, Animation, Comedy",2023.0,tt23177868,5.9,9629.0,US
Dig,movie,Thriller,2022.0,tt14830582,4.4,1148.0,US
Endangered Species,movie,"Action, Thriller",2021.0,tt13863334,4.6,2820.0,JP
The Magic Flute,movie,"Adventure, Fantasy, Musical",2022.0,tt8206398,5.6,1534.0,US
Moby Doc,movie,"Biography, Documentary, Music",2021.0,tt5452210,6.7,3161.0,US
Memory,movie,"Action, Crime, Thriller",2022.0,tt11827628,5.7,37871.0,JP
Kamen Rider Zero-One Others: Kamen Rider Metsuboujinrai,movie,"Action, Sci-Fi",2021.0,tt13667552,7.2,58.0,JP
Crimes of the Future,movie,"Drama, Horror, Sci-Fi",2022.0,tt14549466,5.8,43058.0,US
The Quintessential Quintuplets Movie,movie,"Animation, Comedy, Drama",2022.0,tt15721650,7.3,2292.0,JP
No One Will Save You,movie,"Horror, Mystery, Sci-Fi",2023.0,tt14509110,6.3,71452.0,US
"Mark, Mary & Some Other People",movie,Comedy,2021.0,tt11832624,5.6,447.0,US
7 Days,movie,"Comedy, Drama",2021.0,tt14494586,6.5,1444.0,US
All the Streets Are Silent: The Convergence of Hip Hop and Skateboarding (1987-1997),movie,Documentary,2021.0,tt12825680,7.1,263.0,"JP, US"
All My Friends Hate Me,movie,"Comedy, Horror",2021.0,tt9340892,6.3,6685.0,US
India Sweets and Spices,movie,Comedy,2021.0,tt9896876,6.1,881.0,US
Last Film Show,movie,Drama,2021.0,tt9681686,7.4,4567.0,JP
Ultrasound,movie,"Drama, Mystery, Sci-Fi",2021.0,tt12989912,5.8,1767.0,US
Paint,movie,"Comedy, Drama",2023.0,tt14472156,5.0,5712.0,US
To Leslie,movie,Drama,2022.0,tt8129806,7.1,18176.0,JP
The Baker,movie,"Action, Crime, Drama",2022.0,tt3917710,5.9,3049.0,US
Monster Family 2,movie,"Animation, Comedy, Family",2021.0,tt15096796,4.9,1247.0,US
Blacklight,movie,"Action, Drama, Thriller",2022.0,tt14060094,4.8,25693.0,US
What Did You Eat Yesterday?,movie,"Comedy, Drama, Romance",2021.0,tt14865506,7.2,548.0,JP
A Madder Red,movie,Family,2021.0,tt14316810,6.6,110.0,JP
The Wheel,movie,Drama,2021.0,tt14063186,6.0,303.0,US
Daddy's Perfect Little Girl,movie,"Drama, Thriller",2021.0,tt12703842,4.9,456.0,US
Jun Kasai Crazy Monkey,movie,"Biography, Documentary, Sport",2021.0,tt15367184,7.9,7.0,JP
Asking for It,movie,Thriller,2021.0,tt14850172,3.7,1005.0,US
See for Me,movie,"Crime, Drama, Horror",2021.0,tt11209212,5.8,7615.0,JP
Venus as a Boy,movie,"Drama, Romance",2021.0,tt8783130,4.7,188.0,US
Alone Together,movie,"Drama, Romance",2022.0,tt14584284,5.4,1834.0,US
The Blood of Wolves II,movie,"Crime, Drama",2021.0,tt13514232,6.7,851.0,JP
Blue,movie,"Drama, Sport",2021.0,tt14611910,6.6,448.0,JP
Kamen Rider Saber + Kikai Sentai Zenkaiger: Super Hero Senki,movie,"Action, Adventure, Comedy",2021.0,tt14727298,6.6,114.0,JP
Fortress,movie,"Action, Thriller",2021.0,tt14577300,3.3,5755.0,JP
Junihitoe wo Kita Akuma,movie,"Comedy, Fantasy, History",2020.0,tt13073962,4.5,24.0,JP
Spin Me Round,movie,"Comedy, Romance",2022.0,tt14596320,5.2,6084.0,US
Around the Table,movie,Drama,2021.0,tt14833900,6.0,95.0,JP
Between Us,movie,Drama,2022.0,tt14402084,5.0,312.0,JP
Funny Bunny,movie,Mystery,2021.0,tt14227272,6.0,11.0,JP
The Good Witch of Christmas,movie,"Comedy, Family, Fantasy",2022.0,tt14194876,4.7,529.0,US
Amiko,movie,Drama,2022.0,tt23322952,7.0,244.0,JP
Somewhere in Queens,movie,"Comedy, Drama, Sport",2022.0,tt14097180,6.8,5582.0,US
Paradise City,movie,"Action, Thriller",2022.0,tt14656632,3.7,4518.0,US
The Grapes of Joy,movie,Drama,2021.0,tt28317181,6.9,23.0,JP
"Lyle, Lyle, Crocodile",movie,"Adventure, Comedy, Family",2022.0,tt14668630,6.1,16278.0,US
The Invitation,movie,"Horror, Thriller",2022.0,tt12873562,5.3,36681.0,US
Ride the Eagle,movie,"Comedy, Drama",2021.0,tt14673560,6.3,4288.0,US
The Midnight Maiden War,movie,Drama,2022.0,tt14323080,5.4,93.0,JP
Gone Mom,movie,"Crime, Drama",2021.0,tt14490832,6.2,821.0,US
A Predator Returns,movie,"Drama, Horror, Thriller",2021.0,tt10457482,4.9,224.0,JP
What to Do with the Dead Kaiju?,movie,"Comedy, Drama, Sci-Fi",2022.0,tt16245968,4.4,315.0,JP
The Year of the Everlasting Storm,movie,"Drama, Mystery",2021.0,tt14773990,5.7,354.0,US
A Chiara,movie,Drama,2021.0,tt14324296,6.8,2370.0,US
No Exit,movie,"Drama, Horror, Mystery",2022.0,tt7550014,6.1,34769.0,US
First Love,movie,Romance,2022.0,tt14726510,4.8,1881.0,US
Ted Bundy: American Boogeyman,movie,"Biography, Crime, Drama",2021.0,tt14538850,3.9,1928.0,US
Snakehead,movie,"Action, Crime, Drama",2021.0,tt4181232,5.2,884.0,"JP, US"
A Fang-tastic Halloween,movie,"Adventure, Animation, Comedy",2020.0,tt13385016,5.8,29.0,US
He Went That Way,movie,"Crime, Drama, Thriller",2023.0,tt14772014,5.1,1537.0,US
The Shaman's Daughter,movie,"Drama, Sci-Fi",2021.0,tt32560361,6.6,7.0,JP
Together,movie,"Comedy, Drama, Romance",2021.0,tt14640242,6.2,5048.0,US
Not Okay,movie,"Comedy, Drama, Thriller",2022.0,tt14814040,6.1,19627.0,US
Maximum Truth,movie,Comedy,2023.0,tt14825364,4.6,489.0,US
Left for Dead: The Ashley Reeves Story,movie,"Drama, Thriller",2021.0,tt14490908,6.2,660.0,US
The Storied Life of A.J. Fikry,movie,"Comedy, Drama",2022.0,tt10643926,6.6,2699.0,US
Transfusion,movie,"Action, Crime, Drama",2023.0,tt14873054,5.1,3343.0,US
Poker Face,movie,"Action, Crime, Thriller",2022.0,tt14714980,5.2,14154.0,US
Supercell,movie,"Action, Adventure, Drama",2023.0,tt10559102,4.4,3448.0,US
BanG Dream! Episode of Roselia II: Song I am.,movie,"Animation, Drama, Music",2021.0,tt14147078,7.8,41.0,JP
Princess Principal Crown Handler: Chapter 2,movie,"Action, Adventure, Animation",2021.0,tt14031960,7.7,76.0,JP
Blackpink: The Movie,movie,"Documentary, Music",2021.0,tt14880612,6.8,1611.0,US
Cat Person,movie,"Drama, Thriller",2023.0,tt14647404,6.0,7007.0,US
Something in the Dirt,movie,"Comedy, Horror, Mystery",2022.0,tt14895716,5.9,5745.0,US
White Elephant,movie,"Action, Thriller",2022.0,tt14686544,4.5,5243.0,US
Butcher's Crossing,movie,"Adventure, Drama, Western",2022.0,tt1462759,5.6,5649.0,US
Space Oddity,movie,"Comedy, Romance, Sci-Fi",2022.0,tt6317762,5.5,1564.0,US
Charlotte,movie,"Animation, Biography, Drama",2021.0,tt5806814,6.4,522.0,US
Realm of Terracotta,movie,"Action, Adventure, Animation",2021.0,tt10075380,6.2,374.0,"JP, US"
The Friendship Game,movie,"Horror, Sci-Fi",2022.0,tt7339862,3.2,1522.0,US
Sam & Kate,movie,"Comedy, Drama, Romance",2022.0,tt14850544,6.2,2145.0,US
Taurus,movie,"Biography, Drama, Music",2022.0,tt14921570,4.6,1338.0,US
Underdog: Part Two,movie,"Drama, Sport",2020.0,tt14051624,6.7,40.0,JP
The Three Musketeers - Part II: Milady,movie,"Action, Adventure, Drama",2023.0,tt12672620,6.4,8960.0,US
The Champion,movie,"Biography, Drama, History",2020.0,tt11369540,6.7,2068.0,JP
Mad God,movie,"Animation, Fantasy, Horror",2021.0,tt15090124,6.8,16732.0,JP
Rogue Agent,movie,"Action, Adventure, Drama",2022.0,tt9731386,6.5,13449.0,US
One True Loves,movie,"Comedy, Drama, Romance",2023.0,tt14770620,5.5,2883.0,US
Usogui,movie,Thriller,2022.0,tt5715464,5.7,459.0,JP
